,District,year,ENR_TOTAL,Percent Change,NCESDist
220832,Mountain Union Elementary,2019,70,-4.10958904109589,0627040
35666,Newark Unified,2015,6008,,0627060
48621,Newark Unified,2016,5840,-2.796271637816245,0627060
108298,Newark Unified,2017,5906,1.13013698630137,0627060
179549,Newark Unified,2018,5749,-2.658313579410769,0627060
225982,Newark Unified,2019,5660,-1.5480953209253783,0627060
35636,Newcastle Elementary,2015,2101,,0627120
48370,Newcastle Elementary,2016,2257,7.425035697287006,0627120
108453,Newcastle Elementary,2017,2393,6.025697828976517,0627120
178559,Newcastle Elementary,2018,2111,-11.784371082323442,0627120
225952,Newcastle Elementary,2019,2085,-1.231643770724775,0627120
35586,Newhall,2015,6650,,0627180
47917,Newhall,2016,6705,0.8270676691729323,0627180
108590,Newhall,2017,6535,-2.535421327367636,0627180
178059,Newhall,2018,6535,0.0,0627180
225902,Newhall,2019,6264,-4.1469013006886,0627180
35431,Newport-Mesa Unified,2015,21726,,0627240
47733,Newport-Mesa Unified,2016,21566,-0.7364448126668508,0627240
108714,Newport-Mesa Unified,2017,21216,-1.6229249744968932,0627240
178173,Newport-Mesa Unified,2018,20625,-2.7856334841628962,0627240
225747,Newport-Mesa Unified,2019,20150,-2.3030303030303028,0627240
35895,Nicasio,2015,50,,0627300
47699,Nicasio,2016,43,-14.000000000000002,0627300
109941,Nicasio,2017,43,0.0,0627300
178368,Nicasio,2018,39,-9.30232558139535,0627300
225655,Nicasio,2019,38,-2.564102564102564,0627300
35406,Norris Elementary,2015,4072,,0627450
47609,Norris Elementary,2016,4096,0.5893909626719057,0627450
109461,Norris Elementary,2017,4197,2.4658203125,0627450
178437,Norris Elementary,2018,4176,-0.5003573981415297,0627450
225630,Norris Elementary,2019,4261,2.03544061302682,0627450
35396,North County Joint Union Elementary,2015,760,,0627480
46471,North County Joint Union Elementary,2016,754,-0.7894736842105263,0627480
109631,North County Joint Union Elementary,2017,747,-0.9283819628647214,0627480
178514,North County Joint Union Elementary,2018,720,-3.614457831325301,0627480
225625,North County Joint Union Elementary,2019,744,3.3333333333333335,0627480
35391,North Cow Creek Elementary,2015,238,,0627510
46441,North Cow Creek Elementary,2016,263,10.504201680672269,0627510
109736,North Cow Creek Elementary,2017,264,0.38022813688212925,0627510
180869,North Cow Creek Elementary,2018,253,-4.166666666666666,0627510
226042,North Cow Creek Elementary,2019,258,1.9762845849802373,0627510
35351,North Monterey County Unified,2015,4555,,0627590
45290,North Monterey County Unified,2016,4613,1.2733260153677277,0627590
109766,North Monterey County Unified,2017,4616,0.06503360069369174,0627590
180829,North Monterey County Unified,2018,4595,-0.45493934142114384,0627590
225585,North Monterey County Unified,2019,4594,-0.02176278563656148,0627590
35185,Norwalk-La Mirada Unified,2015,18687,,0627690
46181,Norwalk-La Mirada Unified,2016,18354,-1.7819874779258307,0627690
105153,Norwalk-La Mirada Unified,2017,17867,-2.653372561839381,0627690
180096,Norwalk-La Mirada Unified,2018,17362,-2.8264398052275146,0627690
225350,Norwalk-La Mirada Unified,2019,16911,-2.597627001497523,0627690
35107,Novato Unified,2015,7926,,0627720
46098,Novato Unified,2016,7833,-1.17335352006056,0627720
105065,Novato Unified,2017,7829,-0.051066002808630155,0627720
180309,Novato Unified,2018,7658,-2.1841869970622048,0627720
225272,Novato Unified,2019,7793,1.7628623661530427,0627720
35082,Nuview Union,2015,2866,,0627780
46016,Nuview Union,2016,2972,3.6985345429169576,0627780
100080,Nuview Union,2017,2881,-3.0619111709286675,0627780
179920,Nuview Union,2018,2185,-24.15827837556404,0627780
225247,Nuview Union,2019,2198,0.5949656750572082,0627780
34986,Oak Grove Elementary,2015,10607,,0627810
45808,Oak Grove Elementary,2016,10335,-2.564344300933346,0627810
100120,Oak Grove Elementary,2017,10275,-0.5805515239477503,0627810
180582,Oak Grove Elementary,2018,9852,-4.116788321167883,0627810
225151,Oak Grove Elementary,2019,9725,-1.289078359723914,0627810
33892,Oak Run Elementary,2015,82,,0627870
45606,Oak Run Elementary,2016,64,-21.951219512195124,0627870
100261,Oak Run Elementary,2017,66,3.125,0627870
178378,Oak Run Elementary,2018,68,3.0303030303030303,0627870
225106,Oak Run Elementary,2019,52,-23.52941176470588,0627870
35401,Oak View Union Elementary,2015,413,,0627930
45601,Oak View Union Elementary,2016,402,-2.663438256658596,0627930
100271,Oak View Union Elementary,2017,402,0.0,0627930
172860,Oak View Union Elementary,2018,376,-6.467661691542288,0627930
224015,Oak View Union Elementary,2019,395,5.053191489361701,0627930
33279,Oakland Unified,2015,48662,,0628050
48686,Oakland Unified,2016,49188,1.0809255682051704,0628050
100371,Oakland Unified,2017,49748,1.1384890623729365,0628050
173097,Oakland Unified,2018,49735,-0.02613170378708692,0628050
223402,Oakland Unified,2019,49461,-0.5509198753392982,0628050
32422,Oakley Union Elementary,2015,5005,,0628080
53223,Oakley Union Elementary,2016,5013,0.15984015984015984,0628080
101980,Oakley Union Elementary,2017,5196,3.6505086774386597,0628080
174068,Oakley Union Elementary,2018,5264,1.308698999230177,0628080
223361,Oakley Union Elementary,2019,5189,-1.424772036474164,0628080
31720,Ocean View,2015,8721,,0628140
52701,Ocean View,2016,8461,-2.9813094828574704,0628140
101177,Ocean View,2017,8257,-2.4110625221605013,0628140
174158,Ocean View,2018,7976,-3.403173065277946,0628140
222105,Ocean View,2019,7712,-3.3099297893681046,0628140
31595,Oceanside Unified,2015,21008,,0628250
52382,Oceanside Unified,2016,20614,-1.8754760091393756,0628250
101285,Oceanside Unified,2017,20443,-0.8295333268652372,0628250
174309,Oceanside Unified,2018,19737,-3.4535048671917035,0628250
221965,Oceanside Unified,2019,19358,-1.9202513046562293,0628250
31435,Ontario-Montclair,2015,21919,,0628470
51945,Ontario-Montclair,2016,21629,-1.3230530589899174,0628470
101463,Ontario-Montclair,2017,21043,-2.709325442692681,0628470
174439,Ontario-Montclair,2018,20541,-2.3855914080691916,0628470
221805,Ontario-Montclair,2019,20088,-2.205345406747481,0628470
31421,Orange Center,2015,963,,0628530
52687,Orange Center,2016,832,-13.603322949117342,0628530
101669,Orange Center,2017,970,16.58653846153846,0628530
172806,Orange Center,2018,1060,9.278350515463918,0628530
221791,Orange Center,2019,1083,2.1698113207547167,0628530
31147,Orange Unified,2015,28854,,0628650
54082,Orange Unified,2016,28474,-1.3169751161017536,0628650
99869,Orange Unified,2017,27875,-2.103673526726136,0628650
172041,Orange Unified,2018,27437,-1.571300448430493,0628650
221517,Orange Unified,2019,27193,-0.889310055764114,0628650
31142,Orchard Elementary,2015,905,,0628680
54052,Orchard Elementary,2016,892,-1.4364640883977902,0628680
99251,Orchard Elementary,2017,874,-2.0179372197309418,0628680
172325,Orchard Elementary,2018,843,-3.5469107551487413,0628680
221477,Orchard Elementary,2019,853,1.1862396204033214,0628680
31097,Orcutt Union Elementary,2015,5266,,0628710
54435,Orcutt Union Elementary,2016,5274,0.1519179642992784,0628710
98936,Orcutt Union Elementary,2017,5202,-1.3651877133105803,0628710
172405,Orcutt Union Elementary,2018,5181,-0.40369088811995385,0628710
221432,Orcutt Union Elementary,2019,5082,-1.910828025477707,0628710
31092,Orick Elementary,2015,16,,0628830
54027,Orick Elementary,2016,14,-12.5,0628830
99016,Orick Elementary,2017,19,35.714285714285715,0628830
172737,Orick Elementary,2018,24,26.31578947368421,0628830
221427,Orick Elementary,2019,15,-37.5,0628830
31067,Orinda Union Elementary,2015,2537,,0628860
53773,Orinda Union Elementary,2016,2538,0.039416633819471816,0628860
99073,Orinda Union Elementary,2017,2536,-0.07880220646178093,0628860
175040,Orinda Union Elementary,2018,2539,0.11829652996845426,0628860
221402,Orinda Union Elementary,2019,2562,0.9058684521465145,0628860
31010,Oro Grande,2015,3710,,0628950
51639,Oro Grande,2016,3822,3.018867924528302,0628950
99183,Oro Grande,2017,3847,0.6541077969649398,0628950
176455,Oro Grande,2018,4332,12.607226410189758,0628950
221270,Oro Grande,2019,4723,9.025854108956603,0628950
30970,Oroville City Elementary,2015,2651,,0629100
50125,Oroville City Elementary,2016,2690,1.4711429649188985,0629100
99211,Oroville City Elementary,2017,2630,-2.2304832713754648,0629100
176700,Oroville City Elementary,2018,2581,-1.8631178707224332,0629100
221230,Oroville City Elementary,2019,2739,6.121658271987602,0629100
30950,Oroville Union High,2015,2219,,0629130
50045,Oroville Union High,2016,2156,-2.8391167192429023,0629130
99311,Oroville Union High,2017,2193,1.7161410018552876,0629130
177321,Oroville Union High,2018,2188,-0.22799817601459188,0629130
221210,Oroville Union High,2019,2237,2.2394881170018284,0629130
30940,Owens Valley Unified,2015,75,,0629190
49950,Owens Valley Unified,2016,84,12.0,0629190
99386,Owens Valley Unified,2017,92,9.523809523809524,0629190
177044,Owens Valley Unified,2018,78,-15.217391304347828,0629190
221200,Owens Valley Unified,2019,82,5.128205128205128,0629190
30930,Pacheco Union Elementary,2015,597,,0629280
49781,Pacheco Union Elementary,2016,610,2.1775544388609713,0629280
99436,Pacheco Union Elementary,2017,633,3.7704918032786887,0629280
177311,Pacheco Union Elementary,2018,663,4.739336492890995,0629280
222095,Pacheco Union Elementary,2019,650,-1.9607843137254901,0629280
30925,Pacific Elementary,2015,115,,0629340
49514,Pacific Elementary,2016,106,-7.82608695652174,0629340
99641,Pacific Elementary,2017,120,13.20754716981132,0629340
176139,Pacific Elementary,2018,117,-2.5,0629340
223356,Pacific Elementary,2019,120,2.564102564102564,0629340
31793,Pacific Grove Unified,2015,2078,,0629370
50353,Pacific Grove Unified,2016,2078,0.0,0629370
99681,Pacific Grove Unified,2017,2091,0.6256015399422521,0629370
175140,Pacific Grove Unified,2018,2035,-2.6781444285031086,0629370
222201,Pacific Grove Unified,2019,1981,-2.6535626535626538,0629370
31818,Pacific Union Elementary,2015,967,,0629400
51514,Pacific Union Elementary,2016,968,0.1034126163391934,0629400
102041,Pacific Union Elementary,2017,980,1.2396694214876034,0629400
175244,Pacific Union Elementary,2018,1016,3.6734693877551026,0629400
223341,Pacific Union Elementary,2019,1012,-0.39370078740157477,0629400
31823,Pacific Union Elementary,2015,967,,0629430
51519,Pacific Union Elementary,2016,968,0.1034126163391934,0629430
102046,Pacific Union Elementary,2017,980,1.2396694214876034,0629430
175249,Pacific Union Elementary,2018,1016,3.6734693877551026,0629430
223346,Pacific Union Elementary,2019,1012,-0.39370078740157477,0629430
31868,Pajaro Valley Unified,2015,20354,,0629490
51179,Pajaro Valley Unified,2016,20400,0.22599980347843174,0629490
103440,Pajaro Valley Unified,2017,20279,-0.5931372549019608,0629490
175594,Pajaro Valley Unified,2018,20096,-0.9024113615069776,0629490
223140,Pajaro Valley Unified,2019,19751,-1.7167595541401275,0629490
33166,Palermo Union Elementary,2015,1232,,0629540
50745,Palermo Union Elementary,2016,1244,0.974025974025974,0629540
103616,Palermo Union Elementary,2017,1271,2.1704180064308685,0629540
175784,Palermo Union Elementary,2018,1296,1.9669551534225018,0629540
223110,Palermo Union Elementary,2019,1334,2.9320987654320985,0629540
33031,Palm Springs Unified,2015,23346,,0629550
50610,Palm Springs Unified,2016,23079,-1.1436648676432795,0629550
103695,Palm Springs Unified,2017,23097,0.07799298063174313,0629550
175999,Palm Springs Unified,2018,22686,-1.7794518768671257,0629550
222975,Palm Springs Unified,2019,22433,-1.115225249052279,0629550
32881,Palmdale Elementary,2015,22006,,0629580
50455,Palmdale Elementary,2016,22412,1.84495137689721,0629580
103875,Palmdale Elementary,2017,22777,1.6285918258076029,0629580
175849,Palmdale Elementary,2018,22465,-1.3698028713175572,0629580
222825,Palmdale Elementary,2019,22166,-1.3309592699755175,0629580
32786,Palo Alto Unified,2015,12450,,0629610
50770,Palo Alto Unified,2016,12245,-1.6465863453815262,0629610
104030,Palo Alto Unified,2017,12221,-0.19599836668027767,0629610
175474,Palo Alto Unified,2018,11949,-2.225677113165862,0629610
222730,Palo Alto Unified,2019,11703,-2.0587496861662067,0629610
32759,Palo Verde Unified,2015,3149,,0629640
51487,Palo Verde Unified,2016,3096,-1.6830739917434105,0629640
104174,Palo Verde Unified,2017,3006,-2.9069767441860463,0629640
176166,Palo Verde Unified,2018,3018,0.39920159680638717,0629640
222703,Palo Verde Unified,2019,3860,27.89927104042412,0629640
32678,Palos Verdes Peninsula Unified,2015,11475,,0629700
51529,Palos Verdes Peninsula Unified,2016,11403,-0.6274509803921569,0629700
104272,Palos Verdes Peninsula Unified,2017,11346,-0.4998684556695606,0629700
177119,Palos Verdes Peninsula Unified,2018,11159,-1.6481579411246257,0629700
222559,Palos Verdes Peninsula Unified,2019,10941,-1.9535800698987364,0629700
32556,Panoche Elementary,2015,8,,0629770
49851,Panoche Elementary,2016,6,-25.0,0629770
104602,Panoche Elementary,2017,3,-50.0,0629770
172742,Panoche Elementary,2018,3,0.0,0629770
222437,Panoche Elementary,2019,4,33.33333333333333,0629770
33191,Paradise Unified,2015,4289,,0629820
51672,Paradise Unified,2016,4258,-0.7227792026113313,0629820
104607,Paradise Unified,2017,4211,-1.103804603100047,0629820
172257,Paradise Unified,2018,4154,-1.353597720256471,0629820
222374,Paradise Unified,2019,2222,-46.509388541165144,0629820
32463,Paramount Unified,2015,15491,,0629850
53869,Paramount Unified,2016,15367,-0.8004647860047769,0629850
104751,Paramount Unified,2017,15172,-1.2689529511290427,0629850
171765,Paramount Unified,2018,14837,-2.2080147640390195,0629850
222281,Paramount Unified,2019,14291,-3.679989216148817,0629850
32387,Parlier Unified,2015,3381,,0629910
54283,Parlier Unified,2016,3435,1.5971606033717833,0629910
104125,Parlier Unified,2017,3421,-0.40756914119359533,0629910
174256,Parlier Unified,2018,3471,1.4615609470914936,0629910
222226,Parlier Unified,2019,3487,0.4609622587150677,0629910
32224,Pasadena Unified,2015,18377,,0629940
52105,Pasadena Unified,2016,18300,-0.41900201338629806,0629940
102572,Pasadena Unified,2017,18062,-1.3005464480874318,0629940
173710,Pasadena Unified,2018,17588,-2.624294098106522,0629940
218250,Pasadena Unified,2019,17266,-1.8307937229929498,0629940
32158,Peninsula Union,2015,34,,0630090
49299,Peninsula Union,2016,36,5.88235294117647,0630090
102356,Peninsula Union,2017,37,2.7777777777777777,0630090
179898,Peninsula Union,2018,35,-5.405405405405405,0630090
218245,Peninsula Union,2019,44,25.71428571428571,0630090
32101,Perris Elementary,2015,5882,,0630180
45904,Perris Elementary,2016,5963,1.3770826249574974,0630180
102450,Perris Elementary,2017,5921,-0.7043434512829113,0630180
180537,Perris Elementary,2018,5796,-2.1111298767100153,0630180
211504,Perris Elementary,2019,5605,-3.2953761214630775,0630180
32064,Perris Union High,2015,10717,,0630210
45944,Perris Union High,2016,10762,0.41989362694783994,0630210
102500,Perris Union High,2017,10818,0.5203493774391378,0630210
180718,Perris Union High,2018,10873,0.5084119060824552,0630210
211467,Perris Union High,2019,10820,-0.48744596707440446,0630210
32034,Piedmont City Unified,2015,2695,,0630330
45435,Piedmont City Unified,2016,2685,-0.3710575139146568,0630330
103249,Piedmont City Unified,2017,2614,-2.644320297951583,0630330
178479,Piedmont City Unified,2018,2582,-1.224177505738332,0630330
211437,Piedmont City Unified,2019,2559,-0.8907823392718823,0630330
33254,Pierce Joint Unified,2015,1486,,0630360
46446,Pierce Joint Unified,2016,1480,-0.4037685060565276,0630360
102780,Pierce Joint Unified,2017,1473,-0.472972972972973,0630360
178333,Pierce Joint Unified,2018,1477,0.2715546503733876,0630360
211412,Pierce Joint Unified,2019,1453,-1.6249153689911984,0630360
35933,Pine Ridge Elementary,2015,85,,0630390
47895,Pine Ridge Elementary,2016,96,12.941176470588237,0630390
102837,Pine Ridge Elementary,2017,98,2.083333333333333,0630390
178358,Pine Ridge Elementary,2018,103,5.1020408163265305,0630390
211407,Pine Ridge Elementary,2019,120,16.50485436893204,0630390
38248,Pioneer Union Elementary,2015,1909,,0630480
46491,Pioneer Union Elementary,2016,1982,3.823991618648507,0630480
102948,Pioneer Union Elementary,2017,1964,-0.9081735620585267,0630480
179330,Pioneer Union Elementary,2018,1961,-0.15274949083503053,0630480
211370,Pioneer Union Elementary,2019,1905,-2.855685874553799,0630480
38263,Pioneer Union Elementary,2015,1909,,0630510
46506,Pioneer Union Elementary,2016,1982,3.823991618648507,0630510
102963,Pioneer Union Elementary,2017,1964,-0.9081735620585267,0630510
179345,Pioneer Union Elementary,2018,1961,-0.15274949083503053,0630510
211385,Pioneer Union Elementary,2019,1905,-2.855685874553799,0630510
38243,Pioneer Union Elementary,2015,1909,,0630520
46486,Pioneer Union Elementary,2016,1982,3.823991618648507,0630520
102943,Pioneer Union Elementary,2017,1964,-0.9081735620585267,0630520
179325,Pioneer Union Elementary,2018,1961,-0.15274949083503053,0630520
211365,Pioneer Union Elementary,2019,1905,-2.855685874553799,0630520
35938,Pittsburg Unified,2015,11033,,0630600
47197,Pittsburg Unified,2016,11455,3.824888969455271,0630600
102978,Pittsburg Unified,2017,11505,0.4364906154517678,0630600
179210,Pittsburg Unified,2018,11315,-1.6514558887440245,0630600
