,District,Year,Total Enrollment,Percent Change,NCESDist,School District Type,"Population, 16+","Employment Ratio, 16+","Unemployment Rate, 16+","Population, 20-64","Employment Ratio, 20-64","Unemployment Rate, 20-64"
949,Whittier City Elementary,2015,6068,,642450,Elementary,56985.0,60.6,5.1,43769.0,74.4,4.8
950,Whittier City Elementary,2016,6059,-0.1483190507580751,642450,Elementary,53140.0,60.3,5.5,40146.0,74.1,5.5
951,Whittier City Elementary,2017,6089,0.4951312097705892,642450,Elementary,54807.0,57.8,3.5,41780.0,71.1,3.1
952,Whittier City Elementary,2018,6063,-0.4269995073082608,642450,Elementary,51933.0,62.1,3.6,40434.0,75.7,3.3
953,Whittier City Elementary,2019,6013,-0.8246742536698005,642450,Elementary,51834.0,59.2,4.4,36923.0,74.9,3.5
954,Whittier Union High,2015,12456,,642480,Secondary,186085.0,58.3,6.2,145658.0,70.6,5.9
955,Whittier Union High,2016,12048,-3.275529865125241,642480,Secondary,175273.0,58.5,5.3,134590.0,71.3,5.0
956,Whittier Union High,2017,11792,-2.1248339973439574,642480,Secondary,177140.0,58.6,3.5,133678.0,72.9,3.2
957,Whittier Union High,2018,11345,-3.790705563093623,642480,Secondary,180579.0,59.1,4.5,138665.0,72.9,4.3
958,Whittier Union High,2019,11157,-1.6571176729836934,642480,Secondary,171938.0,60.3,3.5,129309.0,74.2,3.0
959,William S. Hart Union High,2015,27115,,642510,Secondary,218386.0,62.9,6.3,171082.0,74.6,5.6
960,William S. Hart Union High,2016,26777,-1.246542504148995,642510,Secondary,217047.0,62.6,6.2,169739.0,73.8,5.9
961,William S. Hart Union High,2017,25037,-6.498114053105277,642510,Secondary,208964.0,62.6,5.0,163856.0,73.5,4.6
962,William S. Hart Union High,2018,24377,-2.6360985741103167,642510,Secondary,212478.0,62.6,5.4,166464.0,72.7,5.4
963,William S. Hart Union High,2019,23904,-1.940353612011322,642510,Secondary,208779.0,61.2,3.6,159685.0,73.5,3.4
964,Irvine Unified,2015,32283,,684500,Unified,188288.0,56.7,5.1,146481.0,67.2,4.9
965,Irvine Unified,2016,33352,3.3113403339218785,684500,Unified,190354.0,59.4,5.8,146391.0,70.5,5.4
966,Irvine Unified,2017,34581,3.684936435596066,684500,Unified,193438.0,60.3,4.3,155000.0,70.2,4.1
967,Irvine Unified,2018,35255,1.9490471646279748,684500,Unified,202295.0,59.0,4.1,157006.0,69.7,3.5
968,Irvine Unified,2019,36110,2.425187916607573,684500,Unified,209759.0,62.4,3.9,163907.0,73.4,3.7
969,Val Verde Unified,2015,19833,,691135,Unified,68697.0,55.6,10.7,53982.0,65.5,10.2
970,Val Verde Unified,2016,19924,0.458831240861191,691135,Unified,61066.0,54.0,5.9,46370.0,66.1,5.1
971,Val Verde Unified,2017,20215,1.4605500903433046,691135,Unified,72651.0,55.7,10.8,57404.0,67.8,10.5
972,Val Verde Unified,2018,20109,-0.5243630967103636,691135,Unified,,,,,,
973,Val Verde Unified,2019,19917,-0.954796359838878,691135,Unified,67443.0,56.2,7.3,55166.0,66.4,6.7
